producto,ingredientes,descripcion,marca,costo
Hotdogs,"Pan lengua, salchicha PF sureña. Salsas mayonesa, ketchup y mostaza","Pan lengua, salchicha PF sureña. Salsas mayonesa, ketchup y mostaza",Express,500.0
Hotdogs veggie,"Pan lengua, salchica vegana y salsas mayonesa, ketchup y mostaza","Pan lengua, salchica vegana y salsas mayonesa, ketchup y mostaza",Express,500.0
Brochetas de fruta,"Platano, frutillas, marshmallow y salsa de chocolate","Platano, frutillas, marshmallow y salsa de chocolate",Express,500.0
Mini Hamburguesas Clásicas,"Pan amasado mini, hamburguesa casera 60gr, queso cheddar o queso mantecoso, Lechuga fresca y tomates frescos","Pan amasado mini, hamburguesa casera 60gr, queso cheddar o queso mantecoso, Lechuga fresca y tomates frescos",Express,500.0
Anticuchos,"Tradicional Anticucho, pollo, vacuno y verduras","Tradicional Anticucho, pollo, vacuno y verduras",Express,500.0
Mini Cheese burger,"Pan amasadso, hamburguesa casera 60gr, queso cheddar o queso mantecoso, salsa bbq, cebolla caramelizada.","Pan amasadso, hamburguesa casera 60gr, queso cheddar o queso mantecoso, salsa bbq, cebolla caramelizada.",Express,500.0
Brochetas de fruta,"Platanos, frutillas, marshmallow y salsa de chocolate","Platanos, frutillas, marshmallow y salsa de chocolate",Express,500.0
Hamburguesas vegetarianas,"Pan brioche, champiñones, tomates frescos, palta hass 100%","Pan brioche, champiñones, tomates frescos, palta hass 100%",Express,500.0
Hot dogs Veggies italianos,"Pan Lengua, salchicha veggie, palta 100% hass, tomates frescos y mayonesa","Pan Lengua, salchicha veggie, palta 100% hass, tomates frescos y mayonesa",Express,500.0
Mechada Luco,"Pan brioche, mechada de vacuno, queso mantecoso","Pan brioche, mechada de vacuno, queso mantecoso",Express,500.0
Wraps Vegetarianos,"Champiñones, Tortilla XL, Lechuga, Guacamole, Queso granulado, Salsa Ácida","Champiñones, Tortilla XL, Lechuga, Guacamole, Queso granulado, Salsa Ácida",Express,500.0
Helados Savory,Helados formato paleta variedad básica,Helados formato paleta variedad básica,Express,500.0
Mini hamburguesa Italiana,"Pan amasado mini, hamburguesa casera 60gr, palta hass, tomates frescos","Pan amasado mini, hamburguesa casera 60gr, palta hass, tomates frescos",Express,500.0
Coffee Break,"Té , café de grano, café descafeinado, leche y leche semi descremada","Té , café de grano, café descafeinado, leche y leche semi descremada",Express,500.0
Mini Burger Clásicas,"Pan amasado mini, hamburguesa casera 60gr, queso mantecoso, lechuga y tomate","Pan amasado mini, hamburguesa casera 60gr, queso mantecoso, lechuga y tomate",Express,500.0
Bebidas,"Formato botella 350cc Variedad sabores:, coca-cola, sprite, fanta, zero y Tradicional.","Formato botella 350cc Variedad sabores:, coca-cola, sprite, fanta, zero y Tradicional.",Express,500.0
Mini  Burger Italiana,"Pan amasado mini, hamburguesa casera 70 gr., Palta has 100%, tomates frescos","Pan amasado mini, hamburguesa casera 70 gr., Palta has 100%, tomates frescos",Express,500.0
Helados Sundae,"Helados en vaso, sabores chocolate, vainilla o mixto","Helados en vaso, sabores chocolate, vainilla o mixto",Express,500.0
Mini Hot Dogs Italianos Veggies,"Pan lengua mini, salchicha veggie, palta has 100%, tomates frescos","Pan lengua mini, salchicha veggie, palta has 100%, tomates frescos",Express,500.0
Mini aliado,"Pan amasado mini, jamon y queso","Pan amasado mini, jamon y queso",Express,500.0
Mini Wraps Pollo,"Torilla mini, guacamole, lechuga, queso granulado y salsa ácida a gusto","Torilla mini, guacamole, lechuga, queso granulado y salsa ácida a gusto",Express,500.0
Lomito Chacarero,"Pan de brioche, lomito de cerdo 100 gr, porotos verdes, tomates frescos, ají verde","Pan de brioche, lomito de cerdo 100 gr, porotos verdes, tomates frescos, ají verde",Express,500.0
Hamburguesa not burger Chacarero,"Pan de brioche, hamburguesa not burger, porotos verdes, tomates frescos, ají verde","Pan de brioche, hamburguesa not burger, porotos verdes, tomates frescos, ají verde",Express,500.0
Mini Mechada Italiana,"Pan amasado mini, Carne mechada, Palta has 100%, tomates frescos","Pan amasado mini, Carne mechada, Palta has 100%, tomates frescos",Express,500.0
Hamburguesa Express,"Pan Brioche, Hamburguesa de 100 gr, queso cheddar o mantecoso, salsa BBQ, champiñones y cebolla caramelizada","Pan Brioche, Hamburguesa de 100 gr, queso cheddar o mantecoso, salsa BBQ, champiñones y cebolla caramelizada",Express,500.0
Hamburguesa Luco,"Pan Brioche, Hamburguesa de 100 gr y queso cheddar","Pan Brioche, Hamburguesa de 100 gr y queso cheddar",Express,500.0
Empanadas de pino,Tradicional empanada chilena de pino con carne picada,Tradicional empanada chilena de pino con carne picada,Express,500.0
Empanadas vegetariana,Variedad queso - vegetariana,Variedad queso - vegetariana,Express,500.0
Choripan,"Pan de marraqueta 14cm, choriso angus y pebre chileno","Pan de marraqueta 14cm, choriso angus y pebre chileno",Express,500.0
Donuts,1 donuts con cubierta de chocolate,1 donuts con cubierta de chocolate,Express,500.0
Pizzas,"Tradicional pre-horneada formato invididual 16cm de diámetro. Variedad jamón queso, pepperoni y vegetariana.","Tradicional pre-horneada formato invididual 16cm de diámetro. Variedad jamón queso, pepperoni y vegetariana.",Express,500.0
Aguas,Botellas de 500cc,Botellas de 500cc,Express,500.0
Cervezas,"Formato botellin, Stella Artois, Royal Guard y Sol, según disponibilidad","Formato botellin, Stella Artois, Royal Guard y Sol, según disponibilidad",Express,500.0
Mechada Chacarera,"Pan Brioche, Mechada de Vacuno, Porotos Verdes, Tomates Frescos, Ají verde","Pan Brioche, Mechada de Vacuno, Porotos Verdes, Tomates Frescos, Ají verde",Express,500.0
Mechada Express,"Pan Brioche, Mechada de vacuno, Queso cheddar o mantecoso, salsa bbq, cebolla caramelizada","Pan Brioche, Mechada de vacuno, Queso cheddar o mantecoso, salsa bbq, cebolla caramelizada",Express,500.0
Mechada Clásica,"Pan brioche, mechada de vacuno, cebolla, tomate frescos, lechuga","Pan brioche, mechada de vacuno, cebolla, tomate frescos, lechuga",Express,500.0
Dulces Chilenos,"Porcion de 3 pasteles:   Principe merengue, chilenito, empolvados","Porcion de 3 pasteles:   Principe merengue, chilenito, empolvados",Express,500.0
Mote con huesillo,Bebestible tradicional chileno formato individual 330 cc. Incluye cuchara,Bebestible tradicional chileno formato individual 330 cc. Incluye cuchara,Express,500.0
Ají Verde,,,Express,500.0
Churrasco tomate,"Pan de brioche, carne de vacuno,  tomates frescos","Pan de brioche, carne de vacuno,  tomates frescos",Express,500.0
Mini Veggie Italiano,"Pan amasado mini, champiñones, palta hass, tomates frescos","Pan amasado mini, champiñones, palta hass, tomates frescos",Express,500.0
Mini Lomito Italiano,"Pan amasado mini, Lomito de cerdo, palta hass, tomates frescos","Pan amasado mini, Lomito de cerdo, palta hass, tomates frescos",Express,500.0
As XL,"Pan lengua XL, tomates frescos, palta 100% hass, carne de vacuno","Pan lengua XL, tomates frescos, palta 100% hass, carne de vacuno",Express,500.0
Empanadas Napolitanas,Empanada tradicional napolitana,Empanada tradicional napolitana,Express,500.0
Bebidas,"Formato botella 350cc variedad sabor, coca-cola, sprite, fanta, zero y Tradicional.","Formato botella 350cc variedad sabor, coca-cola, sprite, fanta, zero y Tradicional.",Express,500.0
Hamburguesas Clásicas Not Burger,"Pan brioche, hamburguesa NOT burger, queso, lechuga, tomates frescos","Pan brioche, hamburguesa NOT burger, queso, lechuga, tomates frescos",Express,500.0
Mini burger Clásicas Vegetarianas,"Pan amasado mini, champiñones, queso cheddar o queso mantecoso, Lechuga fresca y tomates frescos","Pan amasado mini, champiñones, queso cheddar o queso mantecoso, Lechuga fresca y tomates frescos",Express,500.0
Choripan Vegetariano,"Pan de marraqueta , Choripan Veggie","Pan de marraqueta , Choripan Veggie",Express,500.0
Líquidos calientes,"Café de grano, té o chocolate caliente. Incluye endulzante o azúcar, revolvedor y vaso térmico desechable","Café de grano, té o chocolate caliente. Incluye endulzante o azúcar, revolvedor y vaso térmico desechable",Express,500.0
Media Luna,1 medialuna.,1 medialuna.,Express,500.0
Churrasco Chacarero,,,Express,500.0
Suspiro limeño,,,Express,500.0
Mini As italiano,"Pan mini lengua 9 cm, carne de vacuno , Palta hass, Tomates frescos","Pan mini lengua 9 cm, carne de vacuno , Palta hass, Tomates frescos",Express,500.0
Mini Burgers Italianas,"Pan amasado mini, hamburguesas caseras, palta 100% ass y tomates frescos.","Pan amasado mini, hamburguesas caseras, palta 100% ass y tomates frescos.",Express,500.0
Hot Dog Americano,"Pan lengua 17 cm, Vienesa PF ""sureña""","Pan lengua 17 cm, Vienesa PF ""sureña""",Express,500.0
Hot dogg Veggie Americano,"Pan lengua 17 cm, Vienesas veggie","Pan lengua 17 cm, Vienesas veggie",Express,500.0
Salchipapas,Papas fritas con salchichas picadas,Papas fritas con salchichas picadas,Express,500.0
hora extra,1 hora por extension servicio.,1 hora por extension servicio.,Express,500.0
Muffins,"Tradicional Muffin, sabor según stock","Tradicional Muffin, sabor según stock",Express,500.0
Hot dogs Italianos,"Pan lengua, salchicha PF sureña, palta as 100% y tomates frescos","Pan lengua, salchicha PF sureña, palta as 100% y tomates frescos",Express,500.0
Cebolla Caramelizada,,,Express,500.0
Nuggets de pollo,3 unidades de nuggets de pollo,3 unidades de nuggets de pollo,Express,500.0
Jugos,Formato lata 350ml. Variedades según disponibilidad de stock,Formato lata 350ml. Variedades según disponibilidad de stock,Express,500.0
Mini Churrasco luco,"Pan amasado mini, churrasco y queso","Pan amasado mini, churrasco y queso",Express,500.0
Lomito italiano,"Pan brioche 11 cm, lomito de cerdo, palta 100% hass y tomates frescos","Pan brioche 11 cm, lomito de cerdo, palta 100% hass y tomates frescos",Express,500.0
Coffee Break simple,"Té , café de grano, café descafeinado y leche","Té , café de grano, café descafeinado y leche",Express,500.0
Cheese burger,"Pan Brioche , hamburguesa de 100 gr y queso cheddar o mantecoso","Pan Brioche , hamburguesa de 100 gr y queso cheddar o mantecoso",Express,500.0
Waffles,"Tradicional Waffle, salsa de chocolate, frutilla y platano","Tradicional Waffle, salsa de chocolate, frutilla y platano",Express,500.0
Hotdogs italianos de pavo,"Pan lengua, salchicha llanquihue, palta as 100% y tomates frescos","Pan lengua, salchicha llanquihue, palta as 100% y tomates frescos",Express,500.0
Granizado,Tradicional granizado variedad sabor según disponibilidad. 300cc,Tradicional granizado variedad sabor según disponibilidad. 300cc,Express,500.0
Sandwich Aliado,"Tradicional Sandwich pan de molde, queso y jamon","Tradicional Sandwich pan de molde, queso y jamon",Express,500.0
Hamburguesas de quinoa,"Pan brioche, hamburuguesa de quinoa, palta 100% has y tomates frescos","Pan brioche, hamburuguesa de quinoa, palta 100% has y tomates frescos",Express,500.0
Mini Terremoto,,,Express,500.0
Churrasco dinámico,"Pan brioche, carne de vacuno, tomates frescos, palta 100% hass, queso cheddar, cebolla, lechuga, porotos verdes","Pan brioche, carne de vacuno, tomates frescos, palta 100% hass, queso cheddar, cebolla, lechuga, porotos verdes",Express,500.0
Tapaditos,"Pan de molde, queso y jamon","Pan de molde, queso y jamon",Express,500.0
Mechada italiana vegetariana,"Pan brioche, hamburguesa not burguer, palta 100% hass, tomates frescos","Pan brioche, hamburguesa not burguer, palta 100% hass, tomates frescos",Express,500.0
Intercambio.,Intecambio salchicha mr veggie y burguer veggie.,Intecambio salchicha mr veggie y burguer veggie.,Express,500.0
Estación de fruta,Variedad de frutas,Variedad de frutas,Express,500.0
Hamburguesa Clásica Opción 2,"Pan Frica Fuchs, hamburguesa 100 grs, lechuga, queso cheddar o mantecoso, cebolla morada, pepinillos.","Pan Frica Fuchs, hamburguesa 100 grs, lechuga, queso cheddar o mantecoso, cebolla morada, pepinillos.",Express,500.0
Papas Fritas L,"Canasto de papas fritas 200gr aprox, condimentadas con sal, orégano y merken a gusto","Canasto de papas fritas 200gr aprox, condimentadas con sal, orégano y merken a gusto",Express,500.0
Churrasco Palta,"Pan de brioche, carne de vacuno, palta 100% hass.","Pan de brioche, carne de vacuno, palta 100% hass.",Express,500.0
Operador extra,,,Express,500.0
Hamburguesa Clásica vegetariana,"Pan  brioche, hamburguesa not buguer, queso, lechuga, tomates frescos","Pan  brioche, hamburguesa not buguer, queso, lechuga, tomates frescos",Express,500.0
Sopaillas,Dos unidades de  sopailpilla pp,Dos unidades de  sopailpilla pp,Express,500.0
Chucrut,,,Express,500.0
Salsa Americana,,,Express,500.0
Hot dog Champiñones,,,Express,500.0
Empanadas de coctel,,,Express,500.0
PopCorn Personalizado,,,Express,500.0
Terremotos,,,Express,500.0
Mini Cheese burger veggie,"Pan amasadso, poroto negro, queso cheddar o queso mantecoso, salsa bbq, cebolla caramelizada.","Pan amasadso, poroto negro, queso cheddar o queso mantecoso, salsa bbq, cebolla caramelizada.",Express,500.0
Papa hilo,,,Express,500.0
Maní Confitado,,,Express,500.0
Anticuchos Vegetarianos,,,Express,500.0
Carro Extra,,,Express,500.0
Manzana confitada,,,Express,500.0
Salsas para churro,,,Express,500.0
Agua mineral con gas,,,Express,500.0
Chocolate caliente,,,Express,500.0
Bebidas Calientes,,,Express,500.0
Pepinillo,,,Express,500.0
Cebolla,,,Express,500.0
Palta,,,Express,500.0
Tragos de coctel,,,Express,500.0
Agua saborizada,,,Express,500.0
Pisco sour,,,Express,500.0
Gráfica Personalizada,,,Express,500.0
Espumante,,,Express,500.0
Lechuga,,,Express,500.0
Queso Chedar o Mantecoso,,,Express,500.0
Barman,Barman de coctelería básica,Barman de coctelería básica,Express,500.0
Algodón de azúcar,"Suave algodón de azúcar en palillo de madera, disponible en tonos rosa y azul.","Suave algodón de azúcar en palillo de madera, disponible en tonos rosa y azul.",Del Sabor,500.0
As Del Sabor,"Pan Lengua fresco con jugosa carne de vacuno, lechuga crujiente, tomate maduro, queso derretido, cebolla caramelizada, pimentón salteado y un toque de papas hilo.","Pan Lengua fresco con jugosa carne de vacuno, lechuga crujiente, tomate maduro, queso derretido, cebolla caramelizada, pimentón salteado y un toque de papas hilo.",Del Sabor,500.0
As Italiano,"Pan Lengua relleno de carne de vacuno tierna, palta cremosa y tomate jugoso.","Pan Lengua relleno de carne de vacuno tierna, palta cremosa y tomate jugoso.",Del Sabor,500.0
Brochetas de Frutas,"Palito con plátano fresco, frutilla dulce y marshmallow, cubiertos con salsa de chocolate.","Palito con plátano fresco, frutilla dulce y marshmallow, cubiertos con salsa de chocolate.",Del Sabor,500.0
Burger Clásica,"Pan brioche suave con hamburguesa jugosa, lechuga crocante, tomate maduro, queso fundido, pepinillos y cebolla morada fresca.","Pan brioche suave con hamburguesa jugosa, lechuga crocante, tomate maduro, queso fundido, pepinillos y cebolla morada fresca.",Del Sabor,500.0
Burger Clásica especial,"Pan brioche suave con hamburguesa jugosa, palta 100% hass, lechuga crocante, tomate maduro, queso fundido, pepinillos y cebolla morada fresca.","Pan brioche suave con hamburguesa jugosa, palta 100% hass, lechuga crocante, tomate maduro, queso fundido, pepinillos y cebolla morada fresca.",Del Sabor,500.0
Opcion vegetariana,Intercambio de proteina tradiconal por vegetariana ( Not burguer) hecha en base a plantas,Intercambio de proteina tradiconal por vegetariana ( Not burguer) hecha en base a plantas,Del Sabor,500.0
Burger Clásica (Casera),"Pan brioche suave con hamburguesa jugosa, lechuga crocante, tomate maduro, queso fundido, pepinillos y cebolla morada fresca.","Pan brioche suave con hamburguesa jugosa, lechuga crocante, tomate maduro, queso fundido, pepinillos y cebolla morada fresca.",Del Sabor,500.0
Burger Del Sabor,"Pan brioche con hamburguesa tierna, lechuga crujiente, tomate, queso fundido, cebolla caramelizada, pimentón salteado y papas hilo.","Pan brioche con hamburguesa tierna, lechuga crujiente, tomate, queso fundido, cebolla caramelizada, pimentón salteado y papas hilo.",Del Sabor,500.0
Burger Italiana,"Pan brioche con hamburguesa jugosa, palta cremosa y rodajas de tomate fresco.","Pan brioche con hamburguesa jugosa, palta cremosa y rodajas de tomate fresco.",Del Sabor,500.0
Cabritas,Crujientes palomitas de maíz servidas en un cono de papel.,Crujientes palomitas de maíz servidas en un cono de papel.,Del Sabor,500.0
NOTburger italiana,Sabrosa Not butguer con palta fresca y tomate laminado en un suave pan brioche.,Sabrosa Not butguer con palta fresca y tomate laminado en un suave pan brioche.,Del Sabor,500.0
Cebolla Crispy,"Porción adicional de cebolla frita, crocante y dorada.","Porción adicional de cebolla frita, crocante y dorada.",Del Sabor,500.0
Cebolla Morada,Porción adicional de cebolla morada fresca y crujiente.,Porción adicional de cebolla morada fresca y crujiente.,Del Sabor,500.0
Champiñón,Porción adicional de champiñones salteados y jugosos.,Porción adicional de champiñones salteados y jugosos.,Del Sabor,500.0
Churrasco Clásico,"Pan brioche con carne de vacuno , lechuga crujiente, tomate maduro, queso fundido, pepinillos y cebolla morada fresca.","Pan brioche con carne de vacuno , lechuga crujiente, tomate maduro, queso fundido, pepinillos y cebolla morada fresca.",Del Sabor,500.0
Churrasco Del Sabor,"Pan brioche con carne de vacuno, lechuga crujiente, tomate fresco, queso derretido, cebolla caramelizada, y papas hilo.","Pan brioche con carne de vacuno, lechuga crujiente, tomate fresco, queso derretido, cebolla caramelizada, y papas hilo.",Del Sabor,500.0
Churrasco sabor,"Pan brioche con carne de vacuno, palta cremosa y tomate jugoso, queso y ceboolla caremelizada.","Pan brioche con carne de vacuno, palta cremosa y tomate jugoso, queso y ceboolla caremelizada.",Del Sabor,500.0
Churrasco Italiano,"Pan brioche con carne de vacuno, palta cremosa y tomate jugoso.","Pan brioche con carne de vacuno, palta cremosa y tomate jugoso.",Del Sabor,500.0
Churros Españoles,Porcion churros crujientes espolvoreados con azúcar flor. (4 unidades),Porcion churros crujientes espolvoreados con azúcar flor. (4 unidades),Del Sabor,500.0
Churros Rellenos,Un churro relleno con un toque dulce y delicioso.,Un churro relleno con un toque dulce y delicioso.,Del Sabor,500.0
Empanaditas,Tres empanaditas crujientes con relleno cremoso de queso. (porcion 3 unidades),Tres empanaditas crujientes con relleno cremoso de queso. (porcion 3 unidades),Del Sabor,500.0
Helados Soft,"Helado suave de vainilla, chocolate o mixto, servido en un crujiente barquillo.","Helado suave de vainilla, chocolate o mixto, servido en un crujiente barquillo.",Del Sabor,500.0
HotDog Del Sabor vegetariano,"Pan Lengua con salchicha MR VEGGIE, palta cremosa, tomate fresco, cebolla caramelizada y papas hilo.","Pan Lengua con salchicha MR VEGGIE, palta cremosa, tomate fresco, cebolla caramelizada y papas hilo.",Del Sabor,500.0
Helados Sundae,"Helado soft en vaso con opciones de vainilla, chocolate o mixto, cubierto con salsa de manjar, chocolate o frambuesa.","Helado soft en vaso con opciones de vainilla, chocolate o mixto, cubierto con salsa de manjar, chocolate o frambuesa.",Del Sabor,500.0
HotDog Del Sabor,"Pan Lengua con salchicha Sureña Pf Premium, palta cremosa, tomate fresco, cebolla caramelizada y papas hilo.","Pan Lengua con salchicha Sureña Pf Premium, palta cremosa, tomate fresco, cebolla caramelizada y papas hilo.",Del Sabor,500.0
HotDog Italiano,"Pan Lengua con salchicha Sureña Pf Premium, palta cremosa y tomate maduro.","Pan Lengua con salchicha Sureña Pf Premium, palta cremosa y tomate maduro.",Del Sabor,500.0
Lechuga,Porción adicional de lechuga fresca y crujiente.,Porción adicional de lechuga fresca y crujiente.,Del Sabor,500.0
Lomito Clásico,"Pan brioche con lomo de cerdo tierno, lechuga fresca, tomate maduro, queso derretido, pepinillos y cebolla morada crujiente.","Pan brioche con lomo de cerdo tierno, lechuga fresca, tomate maduro, queso derretido, pepinillos y cebolla morada crujiente.",Del Sabor,500.0
Lomito Del Sabor,"Pan brioche con lomo de cerdo, lechuga crujiente, tomate, queso fundido, cebolla caramelizada, pimentón salteado y papas hilo.","Pan brioche con lomo de cerdo, lechuga crujiente, tomate, queso fundido, cebolla caramelizada, pimentón salteado y papas hilo.",Del Sabor,500.0
Lomito Italiano,"Pan brioche con lomo de cerdo, palta cremosa y rodajas de tomate fresco.","Pan brioche con lomo de cerdo, palta cremosa y rodajas de tomate fresco.",Del Sabor,500.0
Mechada Clásica,"Pan brioche con mechada de vacuno, lechuga fresca, queso mantecoso, pepinillos y cebolla morada crujiente.","Pan brioche con mechada de vacuno, lechuga fresca, queso mantecoso, pepinillos y cebolla morada crujiente.",Del Sabor,500.0
Mechada Del Sabor,"Pan brioche con mechada de vacuno, lechuga crujiente, tomate fresco, queso fundido, cebolla caramelizada, pimentón salteado y papas hilo.","Pan brioche con mechada de vacuno, lechuga crujiente, tomate fresco, queso fundido, cebolla caramelizada, pimentón salteado y papas hilo.",Del Sabor,500.0
Mechada Italiana,"Pan brioche con mechada de vacuno, palta cremosa y rodajas de tomate fresco.","Pan brioche con mechada de vacuno, palta cremosa y rodajas de tomate fresco.",Del Sabor,500.0
Mini As Italiano,"Mini baguette con carne de vacuno, palta cremosa y tomate fresco.","Mini baguette con carne de vacuno, palta cremosa y tomate fresco.",Del Sabor,500.0
Mini Burger Especial,"Mini baguette con hamburguesa de 60 gramos, queso cheddar fundido y cebolla caramelizada.","Mini baguette con hamburguesa de 60 gramos, queso cheddar fundido y cebolla caramelizada.",Del Sabor,500.0
Mini Burger Italiana,"Mini baguette con hamburguesa de 60 gramos, palta cremosa y tomate fresco.","Mini baguette con hamburguesa de 60 gramos, palta cremosa y tomate fresco.",Del Sabor,500.0
Mini Churrasco Especial,"Mini pan amasado con carne de vacuno, queso cheddar derretido y cebolla caramelizada.","Mini pan amasado con carne de vacuno, queso cheddar derretido y cebolla caramelizada.",Del Sabor,500.0
Mini Churrasco Italiano,"Mini pan amasado con carne de vacuno, palta cremosa y rodajas de tomate fresco.","Mini pan amasado con carne de vacuno, palta cremosa y rodajas de tomate fresco.",Del Sabor,500.0
Mini HotDog Italiano,"Mini baguette con salchicha Sureña Pf Premium, palta cremosa y tomate fresco.","Mini baguette con salchicha Sureña Pf Premium, palta cremosa y tomate fresco.",Del Sabor,500.0
Mini Lomito Especial,"Mini baguette con lomo de cerdo, queso cheddar derretido y cebolla caramelizada.","Mini baguette con lomo de cerdo, queso cheddar derretido y cebolla caramelizada.",Del Sabor,500.0
Mini Lomito Italiano,"Mini baguette con lomo de cerdo, palta cremosa y rodajas de tomate fresco.","Mini baguette con lomo de cerdo, palta cremosa y rodajas de tomate fresco.",Del Sabor,500.0
Mini Mechada Especial,"Mini baguette con mechada de vacuno, queso cheddar fundido y cebolla caramelizada.","Mini baguette con mechada de vacuno, queso cheddar fundido y cebolla caramelizada.",Del Sabor,500.0
Mini Mechada Italiana,"Mini baguette con mechada de vacuno, palta cremosa y tomate fresco.","Mini baguette con mechada de vacuno, palta cremosa y tomate fresco.",Del Sabor,500.0
Nuggets,Porción de tres nuggets de pollo dorados y crujientes.,Porción de tres nuggets de pollo dorados y crujientes.,Del Sabor,500.0
"1 carro adiconal, mas 1 operador (extras)",,,Del Sabor,500.0
Papas Fritas.,Porción de 140 gr papas fritas doradas y crujientes.,Porción de 140 gr papas fritas doradas y crujientes.,Del Sabor,500.0
Pepinillos Dulces,Porción adicional de pepinillos dulces y crocantes.,Porción adicional de pepinillos dulces y crocantes.,Del Sabor,500.0
Bebida en lata,"Bebidas Variedades en 350 cc formato en lata Variedad sabor, coca-cola, sprite, fanta, zero y tradicional","Bebidas Variedades en 350 cc formato en lata Variedad sabor, coca-cola, sprite, fanta, zero y tradicional",Del Sabor,500.0
Pizza J-Q-O,"Pizza individual con jamón, queso fundido y un toque de orégano.","Pizza individual con jamón, queso fundido y un toque de orégano.",Del Sabor,500.0
Pizza T-Q-A,"Pizza individual con rodajas de tomate, queso derretido y aceitunas.","Pizza individual con rodajas de tomate, queso derretido y aceitunas.",Del Sabor,500.0
Pizza Veggie,"Salsa de tomate, queso, aceitunas, espárragos y granos de choclo.","Salsa de tomate, queso, aceitunas, espárragos y granos de choclo.",Del Sabor,500.0
Pizzeta J-Q-O,"Dos mini pizzetas con jamón, queso derretido y un toque de orégano.","Dos mini pizzetas con jamón, queso derretido y un toque de orégano.",Del Sabor,500.0
Pizza Pepperoni,Pizza individual con pepperoni y queso fundido.,Pizza individual con pepperoni y queso fundido.,Del Sabor,500.0
Pizzeta Pepperoni,Dos mini pizzetas con pepperoni y queso fundido.,Dos mini pizzetas con pepperoni y queso fundido.,Del Sabor,500.0
Pizzeta Veggie,"Dos mini pizzetas con choclo, pimentón y aceitunas.","Dos mini pizzetas con choclo, pimentón y aceitunas.",Del Sabor,500.0
Poroto Verde,Porción adicional de poroto verde tierno.,Porción adicional de poroto verde tierno.,Del Sabor,500.0
Queso Mantecoso,Porción adicional de queso mantecoso suave y cremoso.,Porción adicional de queso mantecoso suave y cremoso.,Del Sabor,500.0
Salsa Americana,Porción adicional de salsa americana sabrosa.,Porción adicional de salsa americana sabrosa.,Del Sabor,500.0
Salsa Verde,Porción adicional de salsa verde fresca.,Porción adicional de salsa verde fresca.,Del Sabor,500.0
HotDog italiano vegetariano,"La clásica combinación de salchicha MR VEGGIE, palta fresca y tomate cubo, envuelta en un suave pan Lengua.","La clásica combinación de salchicha MR VEGGIE, palta fresca y tomate cubo, envuelta en un suave pan Lengua.",Del Sabor,500.0
Waffles,"Waffles calientes con plátano, frutillas y salsa de chocolate.","Waffles calientes con plátano, frutillas y salsa de chocolate.",Del Sabor,500.0
Wraps Mechada,"Tortilla XL rellena de mechada de vacuno, lechuga crujiente, guacamole, cebolla caramelizada, poroto negro y crema ácida.","Tortilla XL rellena de mechada de vacuno, lechuga crujiente, guacamole, cebolla caramelizada, poroto negro y crema ácida.",Del Sabor,500.0
Wraps Mixto,"Tortilla XL con carne de vacuno y pechuga de pollo, lechuga crujiente, guacamole, cebolla caramelizada, poroto negro y crema ácida.","Tortilla XL con carne de vacuno y pechuga de pollo, lechuga crujiente, guacamole, cebolla caramelizada, poroto negro y crema ácida.",Del Sabor,500.0
Wraps vegetariano,"Tortilla XL champiñon, lechuga crujiente, guacamole, cebolla caramelizada, poroto negro y crema ácida.","Tortilla XL champiñon, lechuga crujiente, guacamole, cebolla caramelizada, poroto negro y crema ácida.",Del Sabor,500.0
Wraps Pollo,"Tortilla XL con pechuga de pollo, lechuga crujiente, guacamole, cebolla caramelizada, poroto negro y crema ácida.","Tortilla XL con pechuga de pollo, lechuga crujiente, guacamole, cebolla caramelizada, poroto negro y crema ácida.",Del Sabor,500.0
Wraps Vacuno,"Tortilla XL con carne de vacuno, lechuga fresca, guacamole, cebolla caramelizada, poroto negro y crema ácida.","Tortilla XL con carne de vacuno, lechuga fresca, guacamole, cebolla caramelizada, poroto negro y crema ácida.",Del Sabor,500.0
Líquidos Fríos,"Bebida, Agua Mineral con y sin gas, jugos.","Bebida, Agua Mineral con y sin gas, jugos.",Del Sabor,500.0
Estacion coffe.,"Café, té, leche y/o infusiones.","Café, té, leche y/o infusiones.",Del Sabor,500.0
Liquidos calientes,"Café, té, leche y/o infusiones.","Café, té, leche y/o infusiones.",Del Sabor,500.0
Agua,Aguas formato individual botella 500cc,Aguas formato individual botella 500cc,Del Sabor,500.0
Hora extra.,servico extendido  segun requerimiento. (10.000 por cada operador),servico extendido  segun requerimiento. (10.000 por cada operador),Del Sabor,500.0
Grafica personalizada,diseño realizado especial a evento.,diseño realizado especial a evento.,Del Sabor,500.0
Incluye - montaje:  3 carritos de comida + Stand entrega de bebidas.,,,Del Sabor,500.0
Wraps Vegetariano,"Tortilla XL,  queso granulado, lechuga fresca, guacamole, cebolla caramelizada, champiñones y crema ácida.","Tortilla XL,  queso granulado, lechuga fresca, guacamole, cebolla caramelizada, champiñones y crema ácida.",Del Sabor,500.0
Salchipapas.,"Papa pre frita y salchicha pf sureña, porción estandar 250gr , con  opcion de ser condimentadas","Papa pre frita y salchicha pf sureña, porción estandar 250gr , con  opcion de ser condimentadas",Del Sabor,500.0
